,reviews_url,latitud,longitude,n_reviews
146,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d123133-Reviews-Rock_Roll_Hall_of_Fame-Cleveland_Ohio.html,41.508495,-81.695366,9944
147,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d137616-Reviews-Cleveland_Museum_of_Art-Cleveland_Ohio.html,41.508953,-81.611534,3564
148,https://www.tripadvisor.com.ar/Attraction_Review-g50940-d102765-Reviews-Cedar_Point-Sandusky_Ohio.html,41.477001,-82.680344,9250
149,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105691-Reviews-Cincinnati_Zoo_Botanical_Garden-Cincinnati_Ohio.html,39.143074,-84.510078,3964
150,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d3290600-Reviews-American_Sign_Museum-Cincinnati_Ohio.html,39.143654,-84.539803,875
151,https://www.tripadvisor.com.ar/Attraction_Review-g50566-d8791595-Reviews-Ash_Cave-Logan_Ohio.html,39.400867,-82.537331,591
152,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d281853-Reviews-Roebling_Suspension_Bridge-Cincinnati_Ohio.html,39.092991,-84.509865,691
153,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d559429-Reviews-Ohio_Stadium-Columbus_Ohio.html,40.005219,-83.019112,979
154,https://www.tripadvisor.com.ar/Attraction_Review-g50087-d15232161-Reviews-The_Amish_Country_Theater-Berlin_Ohio.html,40.575241,-81.779327,290
155,https://www.tripadvisor.com.ar/Attraction_Review-g50862-d3228324-Reviews-Miller_Boat_Line-Port_Clinton_Ohio.html,41.58683,-82.836853,465
156,https://www.tripadvisor.com.ar/Attraction_Review-g50862-d290622-Reviews-African_Safari_Wildlife_Park-Port_Clinton_Ohio.html,41.518116,-82.851593,1080
157,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d8838536-Reviews-Greater_Cincinnati_Police_Museum-Cincinnati_Ohio.html,39.108612,-84.509354,83
158,https://www.tripadvisor.com.ar/Attraction_Review-g50608-d3386410-Reviews-Campus_Martius_Museum-Marietta_Ohio.html,39.421638,-81.46125,173
159,https://www.tripadvisor.com.ar/Attraction_Review-g50077-d1885208-Reviews-Seneca_Caverns-Bellevue_Ohio.html,41.22583,-82.874908,140
160,https://www.tripadvisor.com.ar/Attraction_Review-g60294-d103469-Reviews-Taliesin_Preservation_Inc-Spring_Green_Wisconsin.html,43.14352,-90.05854,4485
161,https://www.tripadvisor.com.ar/Attraction_Review-g59929-d103048-Reviews-Lambeau_Field-Green_Bay_Wisconsin.html,44.500992,-88.061256,3540
