,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,rate,complete_date
157,,,,,,,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,,
158,,,,,,,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,,
159,,,,,,,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,,
160,Estados Unidos,Den Room with King Bed,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,"8,0",Comentó en: 19 de julio de 2023
161,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2023,"8,0",Comentó en: 17 de julio de 2023
162,Arabia Saudí,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2023,"9,0",Comentó en: 12 de julio de 2023
163,Italia,Habitación Doble - 2 camas dobles y sofá cama,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2023,10,Comentó en: 11 de julio de 2023
164,Japón,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",14 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2023,"8,0",Comentó en: 9 de julio de 2023
165,Estados Unidos,Den Room with King Bed,4 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 1 de julio de 2023
166,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,4 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 1 de julio de 2023
167,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 26 de junio de 2023
168,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 22 de junio de 2023
169,Estados Unidos,Den Room with King Bed,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 20 de junio de 2023
170,Estados Unidos,Den Room with King Bed,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,"8,0",Comentó en: 15 de junio de 2023
171,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",5 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2023,10,Comentó en: 7 de junio de 2023
172,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,10,Comentó en: 31 de mayo de 2023
173,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,10,Comentó en: 24 de mayo de 2023
174,Australia,Habitación con cama extragrande y ducha a ras de suelo - Adaptada para personas con movilidad reducida,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2023,10,Comentó en: 15 de mayo de 2023
175,Estados Unidos,Den Room with King Bed,3 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2023,10,Comentó en: 15 de mayo de 2023
176,Bielorrusia,Den Room with King Bed,2 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2023,"9,0",Comentó en: 14 de mayo de 2023
177,Reino Unido,Suite Estudio con cocina y sofá cama - Cama extragrande,3 noches,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2023,"9,0",Comentó en: 6 de mayo de 2023
178,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,"9,0",Comentó en: 1 de mayo de 2023
179,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,2 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,"8,0",Comentó en: 24 de abril de 2023
180,Estados Unidos,Den Room with King Bed,2 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,"9,0",Comentó en: 18 de abril de 2023
181,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,Persona que viaja sola,Excepcional,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2023,10,Comentó en: 17 de abril de 2023
182,Alemania,Suite Estudio con cocina y sofá cama - Cama extragrande,7 noches,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,marzo de 2023,"9,0",Comentó en: 13 de abril de 2023
