,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
437,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,The location was excellent for what we wanted to do.,12695.0,1,2023-08-16,1.0
440,Canadá,Habitación Doble con 2 camas dobles y vistas a la bahía,3,En familia,"Good value, nice clean modern rooms and the location was great being close to the streetcar. Very easy to get to tourist attractions.",12695.0,0,2023-08-15,0.5383333333333333
441,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,"It is very clean.
The location is great.
The room with the view are amazing. The service is excellent.",12695.0,1,2023-08-14,0.7191666666666667
443,Estados Unidos,Habitación con 2 camas grandes,2,En grupo,Great staff. Helpful,12695.0,1,2023-08-12,0.8
444,Arabia Saudí,Habitación Doble con 2 camas dobles y vistas a la bahía,3,En familia,"The room is spacious with comfortable beds, the location is fantastic near to the sea and many attractions",12695.0,0,2023-08-11,0.35
445,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En grupo,Balcony room higher level nice view,12695.0,1,2023-08-10,0.425
446,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,5,Persona que viaja sola,"Excellent room, view and location! I would stay here again and again!",12695.0,1,2023-08-10,1.0
447,Canadá,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,"Great location, nice rooms",12695.0,0,2023-08-09,0.7
448,Australia,Habitación con cama extragrande.,2,Persona que viaja sola,"Great location, stunning lobby, room comfortable and well maintained",12695.0,0,2023-08-08,0.5666666666666668
449,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En pareja,Very clean! Great location for walking around,12695.0,1,2023-08-08,0.6979166666666667
450,Egipto,Habitación con cama extragrande.,4,En pareja,Very good location,12695.0,0,2023-08-08,0.9099999999999999
451,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,"The architectural design of the lobby is an engineering marvel.
Everything in the room I stayed was incredibly chic and contemporary. The bathroom was heavenly - great water pressure and excellent shower design. The bed was incredibly comfortable. And the lighting was wondrous - especially the motion sensor lights at the bottom of the bed that softly let you know how close to the bed you are.",12695.0,1,2023-08-07,0.48095238095238096
452,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2,En grupo,beautiful. The location is amazing. Inside is very fancy. We loved staying next to the Embarcadero. The view was nice.,12695.0,1,2023-08-06,0.4916666666666667
455,Taiwán,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En familia,clean room and great location,12695.0,0,2023-08-03,0.5833333333333334
456,Vietnam,Habitación con 2 camas grandes,2,En familia,Modern hotel and comfort room,12695.0,0,2023-08-03,0.2
457,Suiza,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,5,En familia,Beds are so comfortable,12695.0,0,2023-08-03,0.4
458,Canadá,Habitación con cama extragrande.,3,En familia,Very friendly staff. Hotel was very clean.,12695.0,0,2023-08-02,0.4820833333333334
459,Estados Unidos,Habitación con 2 camas grandes,3,En grupo,Everything was perfect,12695.0,1,2023-08-02,1.0
460,Estados Unidos,Habitación con 2 camas grandes,3,En familia,"This was a beautiful hotel. The Lobby is stunning. It was right near the ferry and central to all transportation. The room was big, clean and there was daily service.",12695.0,1,2023-07-29,0.26279761904761906
462,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,It was clean and beautiful,12695.0,1,2023-07-27,0.6083333333333334
463,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,3,En pareja,"Room was great, clean and roomy. The location of the hotel was so convenient for sightseeing, the train, cable cars, etc. Staff was great!",12695.0,1,2023-07-27,0.7222222222222223
465,Estados Unidos,Habitación con 2 camas grandes,2,En familia,"Clean rooms. Very friendly staff. Great location. Walking distance to Alcatraz Ferry, Fisherman's Wharf, Chinatown.",12695.0,1,2023-07-26,0.5513888888888889
466,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,Beautiful hotel and nicely updated bathroom. Spacious room. Liked the availability of the mini fridge.,12695.0,1,2023-07-26,0.6833333333333332
467,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,4,En familia,"Awesome hotel restaurant. We don't usually like the hotel restaurants, but this was exceptional.",12695.0,1,2023-07-25,0.47222222222222215
468,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"Super clean, GREAT location, and very beautiful",12695.0,1,2023-07-23,0.625
469,Estados Unidos,Habitación con cama extragrande.,1,En pareja,I loved everything about it !Very nice and upscale,12695.0,1,2023-07-23,0.8275
470,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,Persona que viaja sola,"staff, from valet, to check-in, to desk personel, to lobby bar crew were all fantastic. Was in for the Dead & Co. show on a Sunday at Oracle Park. Bar staff kept the bar open, serving until 1AM, to accomadate the guests returning from the concert; thanks guys!!!!!!! late night desk guy set up my wake-up call, and talked me into setting it 1/2 hour earlier than I originally requested. He was right, wouldn't have got the car back in time to catch my flight with original wake-up time; thanks, man!
as to the room: spacious, sparking clean; perfect!",12695.0,1,2023-07-22,0.2696965591374771
471,Estados Unidos,Habitación con cama extragrande.,2,En pareja,"Great location. Walk to many sites. Clean, nice upscale feeling. Walking distance to the venues we came for.",12695.0,1,2023-07-21,0.5666666666666667
472,Estados Unidos,Habitación con 2 camas grandes,1,En familia,beautiful hotel,12695.0,1,2023-07-19,0.85
473,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,"Our room was great, the view was spectacular. The staff with checkin and in general were very nice and approachable.",12695.0,1,2023-07-19,0.5575
474,Estados Unidos,Habitación con cama extragrande.,1,En pareja,"I hadn't been to the Hyatt Regency since I was in high school in the 80s for prom . I was pleasantly surprised, and the room was so comfortable and beautifully modern period. We had an excellent stay, and we're already talking about going back. The whole vibe of the hotel was peaceful.",12695.0,1,2023-07-17,0.28875
476,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,"Location and balcony with bay view , easy walking along the embarcadero.",12695.0,1,2023-07-10,0.43333333333333335
478,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,Room was not ready--we were a bit early but another room for $30 more a night was.,12695.0,1,2023-07-08,0.3
479,Canadá,Habitación con 2 camas grandes,2,En familia,Everything! The design the amazing lobby the kids corner with games the spaciousness the rooms cleanliness the amazing staff 👌,12695.0,0,2023-07-08,0.6000000000000001
480,Reino Unido,Habitación con cama extragrande y acceso al club,1,En pareja,We love this hotel. Location is perfect.,12695.0,0,2023-07-07,0.75
481,Hungría,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,4,En familia,"Good location, nice and very clean rooms, amaizing lobby, comfortable beds. Staff was very helpful.",12695.0,0,2023-07-07,0.4753333333333334
482,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,"My king bed room with balcony overlooking the bay. Great location for getting to boat, scheduled for July 4th bay cruise to see the fireworks and celebrate with food and drinks.",12695.0,1,2023-07-06,0.8
483,Filipinas,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,"Clean room, comfortable bed, great view!",12695.0,0,2023-07-05,0.5888888888888889
484,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,Nice area,12695.0,1,2023-07-04,0.6
485,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"The staff was exceptional every single one of them, the view from my balcony was lovely , & I told the staff it was our anniversary, after check in they called up to the room and brought us champagne in the house in celebration
It was super close to the water soo convenient, with a delicious food and trinket marketplace right out the doors at the port of San Francisco",12695.0,1,2023-07-03,0.4523809523809524
486,República Checa,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,Bed was super comfortable. I fell to a sleep in a minute. Room was also nice and spacious.,12695.0,0,2023-07-03,0.4444444444444445
487,Tailandia,Habitación con 2 camas grandes,2,En pareja,Super clean and good smell,12695.0,0,2023-07-03,0.4666666666666666
488,Tailandia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,Mr.Andy is the most extraordinary staff,12695.0,0,2023-06-30,0.41666666666666663
490,Estados Unidos,Habitación con cama extragrande.,2,En familia,"Clean, elegant, good location",12695.0,1,2023-06-26,0.5222222222222223
491,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,"Good accessible location. We were able to find handicap parking right outside the door and so we didn’t have to pay for parking. Our car was safe the entire time. The area of hotel was clean and we felt safe with our kids. The hotel itself was clean, comfortable and surprisingly quiet. No slamming doors or screaming people/kids. Very pleasant",12695.0,1,2023-06-25,0.3805677655677656
492,Arabia Saudí,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,Hotel is relatively new.,12695.0,0,2023-06-21,0.13636363636363635
493,Argentina,Habitación con vistas a la bahía - 1 cama extragrande,2,En grupo,"perfect location, very clean and with great staff. friendly and efficient. a gorgeous building.",12695.0,0,2023-06-11,0.6703333333333333
494,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,The building itself was very nice and clean. I was amazing to walk around in. Facilities were still open till late at night and even being able to use the gym at 1am was pretty surreal.,12695.0,1,2023-06-11,0.30583333333333335
498,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Pretty and close to Embarcadero,12695.0,1,2023-05-30,0.25
500,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,Persona que viaja sola,Beautiful scenery 👌,12695.0,1,2023-05-29,0.85
501,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Amazing hotel & location!,12695.0,1,2023-05-28,0.7500000000000001
502,Singapur,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,Awesome place to be. Great view. Super spacious and clean. Location is awesome with everything that I need within walking distance.,12695.0,0,2023-05-24,0.7
503,Estados Unidos,Habitación con 2 camas grandes,1,En pareja,The rooms were exceptional. Location provided walkable access to key locations.,12695.0,1,2023-05-21,0.3333333333333333
504,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,"great location, service and people. Rooms were clean and the bathroom was pretty good in size. We love the shower, too.",12695.0,1,2023-05-15,0.5233333333333333
505,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En familia,"Everything was excellent. The staff ,the location, we really loved it",12695.0,1,2023-05-12,0.85
506,Estados Unidos,Habitación con 2 camas grandes,3,En familia,It’s very clean and the location is nice.,12695.0,1,2023-05-12,0.5383333333333333
507,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,it was great!,12695.0,1,2023-05-11,1.0
508,Estados Unidos,Habitación con 2 camas grandes,2,En familia,"Location was great. not for family!!! 
lots of business people. The facility was great!",12695.0,1,2023-05-11,1.0
509,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,4,En pareja,Upgraded to a room with balcony and Bay view. 100% worth it.,12695.0,1,2023-05-09,0.3
