,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
635,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,room too small,12695.0,1,2022-06-04,-0.25
636,Estados Unidos,Habitación con cama extragrande.,1,En familia,my family and I had a great stay. there was no negative ideas on this occasion.,12695.0,1,2022-05-30,0.47500000000000003
637,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"Open the top restaurant, provide mini bar",12695.0,1,2022-05-29,0.25
638,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,top notch everything was nice,12695.0,1,2022-05-23,0.55
639,Estados Unidos,Habitación con cama extragrande.,2,En familia,,12695.0,1,2022-05-23,
640,Alemania,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,0,2022-05-20,
641,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,"valet parking is $80 overnight, otherwise you can park in the public parking next door for $35 overnight. we are not sure if public parking is safe, we use their valet parking.",12695.0,1,2022-05-15,0.05
642,Estados Unidos,Habitación con cama extragrande.,1,En familia,nothing. was very impressed,12695.0,1,2022-05-10,1.0
643,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,Beds are a little uncomfortable. I would suggest the hotel change out the mattresses for a tempur pedic type mattress.,12695.0,1,2022-05-06,-0.34375
644,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-05-02,
645,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2022-05-01,
647,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,En pareja,Breakfast is expensive but there are many other options in the near vicinity.,12695.0,0,2022-04-27,-0.006249999999999999
648,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-04-21,
650,Reino Unido,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,"No standard parking at the hotel only valet which was expensive, option to park a block away for
Half price but our ford transit was
To high to fit in car park so had to pay valet which was expensive",12695.0,0,2022-04-20,-0.08666666666666666
651,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-04-19,
652,Reino Unido,Habitación con vistas a la bahía - 1 cama extragrande,3,En pareja,"We didn't have a car but parking is not easy in the area - so use public transport, it works in this city!",12695.0,0,2022-04-19,-0.10833333333333334
655,Canadá,Habitación con cama extragrande.,3,Persona que viaja sola,Room cleanliness was 8/10. Previous guests must have been drinking wine in the room as I noticed a stain on one of the base boards and a cork on the floor about a foot away from the garbage bin.,12695.0,0,2022-04-17,-0.48333333333333334
658,Reino Unido,Habitación con cama extragrande.,3,En familia,,12695.0,0,2022-04-09,
659,Japón,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,"The facility is a little old, but it is acceptable.",12695.0,0,2022-04-08,-0.04375
661,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,3,En familia,too expensive,12695.0,1,2022-04-04,-0.5
662,Canadá,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,Bathroom was quite dated and showerhead old and covered with calcium,12695.0,0,2022-03-30,0.1
663,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-03-28,
664,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,Would have preferred a room on a higher floor with a king bed.,12695.0,1,2022-03-28,0.25
665,Estados Unidos,Habitación con 2 camas grandes,3,En familia,"The architecture was creative with the design however our room was in the middle and quite the distantes from the elevator.The bathroom needs a vent 
Per COVID a lot of the businesses were closed",12695.0,1,2022-03-22,0.13333333333333333
666,Canadá,Habitación con vistas a la bahía - 1 cama extragrande,5,Persona que viaja sola,"Bar is closed, no restaurant to get served freshly made food, only pre-packed, cold options",12695.0,0,2022-03-19,-0.1
668,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-03-08,
673,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,,12695.0,1,2022-02-22,
674,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2022-02-17,
677,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,Great location,12695.0,1,2022-02-11,0.8
678,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-02-08,
680,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,pictures for room view weren’t accurate at all which was a real bummer. you don’t show ocean view in a room that’s not ocean view.,12695.0,1,2022-02-07,0.30000000000000004
681,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,4,En pareja,,12695.0,1,2022-01-20,
683,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,Persona que viaja sola,I would have liked to have had the restaurant available for dinner as well as extended hours for the bar.,12695.0,1,2022-01-15,0.5
684,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En grupo,,12695.0,1,2022-01-14,
685,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,"It was all good. Given Covid and a January stay, the hotel was extremely quiet so it was a little weird.",12695.0,1,2022-01-11,0.003124999999999989
686,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Beds were a little small,12695.0,1,2022-01-10,-0.21875
687,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Wish there would have been more late-night food options - even something like a vending machine with good options or some sort of a store in the lobby. We were hungry and had to order in (not many options available and it took 45min).,12695.0,1,2022-01-07,0.3375
688,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,5,En familia,,12695.0,1,2022-01-07,
690,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,"the bathtub and shower is very old. when we turned the shower on, the pipes were making very loud noises which sounded a boat. Two of our towels were also old & stained.",12695.0,1,2022-01-02,0.12
692,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,clean rooms but a bit outdated & surrounding parking structures were at full capacity most of the time.,12695.0,1,2021-12-22,0.20416666666666666
695,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2021-12-13,
696,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En grupo,"Parking, waited a room on a higher level",12695.0,1,2021-12-10,0.25
697,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"A lot of homeless people around, but it's not the hotel's fault, so it's not affecting my rate. 
Just be aware, if you want to walk on Embarcadero after 8 pm, you could feel uncomfortable.",12695.0,1,2021-12-09,-0.125
699,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,Persona que viaja sola,"There was nothing that I didn't like. The staff was friendly, the service was good. Nothing negative to say at all.",12695.0,1,2021-12-08,0.2583333333333333
700,India,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,0,2021-12-06,
701,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En pareja,,12695.0,1,2021-12-03,
702,Estados Unidos,Habitación con cama extragrande.,3,En grupo,not much was open - this was I’m sure because of Covid protocol,12695.0,1,2021-11-28,0.13333333333333333
703,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,6,En pareja,,12695.0,1,2021-11-27,
704,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2021-11-27,
705,Polonia,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,"Breakfast - there is noticeable room for improvement for such hotel re variety of food: fresh veggies, plain yogurt, fresh orange juice, cappuccino/latte/espresso coffee.",12695.0,0,2021-11-26,0.09642857142857142
706,Puerto Rico,Habitación con cama extragrande.,3,En pareja,no restaurant available,12695.0,0,2021-11-24,0.4
707,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En grupo,"Was surprised with additional local fees, that were not stated in the booking.",12695.0,1,2021-11-17,0.05
708,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"The pillows were way too hard for me, I woke up with a stiff neck so I ended up using a sweatshirt instead.",12695.0,1,2021-11-15,-0.25297619047619047
709,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,"The view from the balcony would have been better if I had gotten a room on a higher floor (I was on the 6th floor). For what I had paid for the ""sea view"" it was a little disappointing - the view was mostly of other buildings and the hotel itself, with a somewhat narrow area of the bay.",12695.0,1,2021-11-10,-0.06041666666666667
711,Estados Unidos,Habitación con cama extragrande.,1,En pareja,you’d be hard pressed to find something you dislike.,12695.0,1,2021-11-06,-0.2916666666666667
713,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-11-01,
714,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-10-26,
715,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,Persona que viaja sola,,12695.0,1,2021-10-16,
716,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-10-16,
717,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,I didn't like the streets it was very dirty.,12695.0,1,2021-10-15,-0.78
718,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"Entrance to the lobby from Justin Herman Plaza was locked. The sign said that guests could enter using our key card. However, we tried several times and the door would not unlock. If guests can't gain entry through that door, there should be a sign saying so at the bottom of the staircase, or at least on the door itself so that guests are not frustrated. To get into the hotel from the Ferry Building side, you have to head to the upper level entrance near the 4 Embarcadero Center ""Tulip"" sculpture, or all the way around to the front entrance on Drumm St.",12695.0,1,2021-10-15,0.007142857142857141
719,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-10-11,
720,Estados Unidos,Habitación con cama extragrande.,3,En pareja,,12695.0,1,2021-09-27,
721,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En grupo,little better view,12695.0,1,2021-09-26,0.15625
722,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,It was quite loud by the marina at night. Our AC didn’t work at all so the room was hot.,12695.0,1,2021-09-24,0.175
723,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,"the staff never mentioned when checking in there was a breakfast we could purchase, nor that the bar and rest where closed",12695.0,1,2021-09-23,-0.1
725,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,This part of town isn't particularly great.,12695.0,1,2021-09-09,0.8
726,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En grupo,Windows are not soundproof and air tight. I could hear the noises from the street and felt the breeze coming from outside.,12695.0,1,2021-09-07,-0.08928571428571429
728,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Everything was excellent,12695.0,1,2021-09-03,1.0
730,Estados Unidos,Habitación con 2 camas grandes,5,En grupo,,12695.0,1,2021-08-23,
731,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3,En grupo,"They didn’t clean my room , I don’t know why",12695.0,1,2021-08-20,0.3666666666666667
732,Estados Unidos,Habitación con cama extragrande y vistas al mar,1,En familia,Perfect,12695.0,1,2021-08-17,1.0
733,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-08-16,
735,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Nothing everything was good,12695.0,1,2021-08-15,0.7
736,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En familia,If I have to complain about something it is the price to park…. Over $80 is a bit steep especially when I definitely don’t want to walk with my two yr old from some parking garage late at night after the Giants win! But all of the valet guys are worth it and polite.,12695.0,1,2021-08-15,0.18333333333333335
737,Estados Unidos,Habitación con cama extragrande.,1,En pareja,Extra $85.00 for parking plus giving $20.00 for valet attendant . Too many extra payments resort fee. Destination fee etc etc,12695.0,1,2021-08-11,0.175
738,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,staff was not friendly.,12695.0,1,2021-08-08,-0.1875
739,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En familia,Small bathroom.. The sea view was more side view not front view like the ad. The front view was the building.,12695.0,1,2021-08-07,0.125
740,Suiza,Habitación con cama extragrande.,1,En familia,"No complaints, everything was excellent.",12695.0,0,2021-08-07,1.0
742,Canadá,Habitación con cama extragrande.,4,En pareja,"Lack of tour information
Poor restaurant menu
Poor cafeteria hours",12695.0,0,2021-08-03,-0.4
743,Estados Unidos,Suite con balcón,1,En familia,There wasn’t any room service available all day. We stayed out late and got back to hotel after 10 pm. All the cafe were closed.,12695.0,1,2021-08-01,6.938893903907228e-18
744,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,7,En pareja,80 dollars a day for parking was high.,12695.0,1,2021-08-01,0.16
745,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2021-07-31,
746,Estados Unidos,Habitación con cama extragrande.,4,En pareja,Everything was fabulous,12695.0,1,2021-07-30,0.4
747,Estados Unidos,Habitación con cama extragrande.,1,En pareja,There’s only 1 little place to get coffee and snacks and only open limited hours. It’s time to open up and offer food to guests.,12695.0,1,2021-07-28,-0.0431547619047619
748,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,No restaurant on site and our late arrival (8 pm) on a Monday night meant most restaurants were not open in the Financial District even to grab a drink and pub fare. My breakfast meeting was cafeteria/airport style.,12695.0,1,2021-07-28,0.05
749,Canadá,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,Valet parking is a pricey (double what we payed over at Hayatt Long Beach),12695.0,0,2021-07-28,-0.025
750,Estados Unidos,Habitación con cama extragrande.,2,En pareja,Loved everything about it,12695.0,1,2021-07-26,0.7
751,Estados Unidos,Habitación con cama extragrande.,2,En familia,,12695.0,1,2021-07-26,
752,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,Persona que viaja sola,,12695.0,1,2021-07-25,
753,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4,En familia,"The city is very dirty, smelly and full of homeless people",12695.0,1,2021-07-24,-0.21500000000000002
754,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2,En familia,,12695.0,1,2021-07-21,
755,Estados Unidos,Habitación con 2 camas grandes,1,En grupo,Elevator took a while but that’s because it was busy on the weekend.,12695.0,1,2021-07-21,0.1
756,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,Waiting for CoVID to be under control better. Missed the restaurant and bar but that's not due to hotel.,12695.0,1,2021-07-21,0.28125
757,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,You can’t see through the balcony’s stone wall so you have to stand up to see the beautiful view,12695.0,1,2021-07-15,0.85
758,Estados Unidos,Habitación con 2 camas grandes,1,En familia,,12695.0,1,2021-07-13,
759,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,Sorry the Toilet paper😬,12695.0,1,2021-07-12,-0.26666666666666666
760,Estados Unidos,Habitación con 2 camas grandes,1,En familia,No pool or hot tub,12695.0,1,2021-07-11,0.25
763,Estados Unidos,Habitación con cama extragrande.,2,En pareja,Pillows could have been better. Too soft and smelly,12695.0,1,2021-07-10,0.3
766,Estados Unidos,Habitación con 2 camas grandes,1,En pareja,We’ve stayed here a few times and love the location .,12695.0,1,2021-07-06,0.15
767,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,Bathroom dirty,12695.0,1,2021-07-06,-0.6
768,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-07-03,
769,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,A little dark in the lobby. Not to complain about though.,12695.0,1,2021-07-02,-0.16875
770,Rusia,Habitación con 2 camas grandes,5,En familia,"- Because of COVID restrictions, all restaurants in the hotel were closed, and there was no room service. Although they gave us $15 credit every day, which you can spend at the market in the Lobby 
- No bottled water in the room (and this was very surprising for 4* hotel)
- If you need a shaving tool, you have to ask at the reception
- Microwave is only at the Lobby",12695.0,0,2021-06-28,0.26999999999999996
771,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Would have been nice to have food/room service. (I know covid rules impacted that!),12695.0,1,2021-06-24,0.75
772,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-06-21,
773,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,3,En familia,,12695.0,1,2021-06-19,
774,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,Persona que viaja sola,I had a great stay and no complaints with the property. My only negative experience was an excessively loud noise very early in the morning created by another guest. But when I called the front desk to alert them about the noise they addressed it immediately and the noise ceased within minutes of my call.,12695.0,1,2021-06-18,0.146
775,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-06-13,
776,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2021-06-07,
777,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En familia,Two double beds were to small. For the price of the room,12695.0,1,2021-06-04,-0.125
778,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-06-02,
779,Estados Unidos,Habitación con cama extragrande.,1,En pareja,We look forward to having more dining choices in the future.,12695.0,1,2021-06-01,0.25
781,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Very good service there,12695.0,1,2021-05-31,0.9099999999999999
783,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-05-02,
784,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,Very good,12695.0,1,2021-05-01,0.9099999999999999
785,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-04-28,
786,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-04-20,
788,Estados Unidos,Habitación con 2 camas grandes,2,En familia,The fact that everything in the hotel was not open or unavailable for use due to the pandemic,12695.0,1,2021-04-18,-0.0625
789,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Parking was a bit inconvenient but not too bad,12695.0,1,2021-04-15,-0.6499999999999999
790,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,The only down side was the bed was very hard. Everything else was wonderful.,12695.0,1,2021-04-11,0.11631944444444442
791,Estados Unidos,Habitación con cama extragrande.,1,En pareja,Flat pillows!,12695.0,1,2021-04-08,-0.03125
792,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,There was nothing wrong.,12695.0,1,2021-04-05,-0.5
793,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,Beds were a bit hard. Parking was inconvenient.,12695.0,1,2021-04-01,-0.4458333333333333
794,Estados Unidos,Studio Suite with Bay View,2,En familia,Didn’t like that parking was an additional fee but it wasn’t too bad for the location,12695.0,1,2021-04-01,-0.6999999999999998
796,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,Everything was perfect.,12695.0,1,2021-03-15,1.0
798,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En grupo,,12695.0,1,2021-03-08,
799,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2021-03-07,
800,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Everything was perfect,12695.0,1,2021-02-27,1.0
801,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,"The location can be difficult to find. If I was new to san francisco 
And didn't know my way around. It can be confusing to find the hotel at night on a busy,crowded, rainy day. The parking garage is even more confusing. You are going into another building that is not even connected to the hotel. So when you pick lobby it takes you to a office lobby and not your hotel. I asked the lady/ security do I check in here. Looking at me confused she said you must be looking for the hotel. She then instructed me to go back in the elevator and go one floor down to the ""streets"". Once that elevator opens you are half way there. You are then walking across the way which is outside to get to the main entrance/ valet. Having a girl that over packs her life lol, has to have three to five suitcases and travel bags. Then my 4 four year old stuff. So the parking and location is all the negative thing I have to say.",12695.0,1,2021-02-15,-0.029942279942279937
802,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,Persona que viaja sola,no major dislikes.,12695.0,1,2021-01-18,-0.03125
803,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,Small room,12695.0,1,2021-01-11,-0.25
804,Países Bajos,Habitación con cama extragrande.,1,En familia,,12695.0,0,2023-10-26,
805,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2023-10-01,
806,Australia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,Booked as a family of four and the room suggested by booking.com only had one bed in it. The room was not serviced as it should have been and we found a tissue jammed into the viewing hole and a cup left outside our room the entire time we were there.,12695.0,0,2023-09-25,-0.02
807,Países Bajos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,6,Persona que viaja sola,Except location there was nothing likeable to be honest. Absolutely no value for money. They don’t even keep water in the room,12695.0,0,2023-09-24,0.25
809,Estados Unidos,Habitación con cama extragrande.,1,En pareja,Staff was not very helpful,12695.0,1,2023-09-05,-0.1
810,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,Persona que viaja sola,I didn’t arrive until 1am ( not their fault) but I hate hotels at this class who doesn’t leave a bottle of water in the room. When I inquired as I was checking out I was just told told you need to go to the market. Breakfast was mediocre at best. The bed was too soft although the linen was nice.,12695.0,1,2023-09-04,0.07999999999999999
811,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,Restaurant and bar have strange hours. Sometimes open sometimes not,12695.0,1,2023-09-04,-0.025
812,Estados Unidos,Habitación con cama extragrande.,1,En pareja,"Anything in the bedroom, the bathroom shower didn’t have light, when you shower all the floor in the bathroom gets wet, the toilet didn’t have the toilet seat, the bathroom shower was not clean. Too expensive for what it is.",12695.0,1,2023-09-04,-0.075
813,Canadá,Habitación con vistas a la bahía - 1 cama extragrande,5,En pareja,The pillows where absolutely terrible. We booked a king bed and they had twin sized pillows for the bed. If there is a king bed there should be king pillows. This really ruined a few sleeps which left a bad taste for the property.,12695.0,0,2023-08-17,-0.33999999999999997
815,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,Clean and spacious,12695.0,1,2023-08-15,0.3666666666666667
817,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,They overcharged us and they charged me for regency club for it to be closed staff was rude all of them except the man they sent to clean up a glass my daughter accidentally broke,12695.0,1,2023-08-09,-0.011111111111111108
818,Estados Unidos,Habitación con cama extragrande.,1,En pareja,"This was our first time staying here. Beautiful view but we had one complaint. 
It took concierge an hour and 45 minutes to bring up our luggage. We checked in at 9:30 pm and wanted to wash up and relax but we had been waiting for so long for our luggage. We had to keep calling front desk to see where our luggage was located. First Lady that answered front desk was very rude and short she never followed up on our luggages. We waited for another 45 mins no call back. Second time I called back to front desk the other lady apologized to me and asked me to placed on hold while she checked where out luggage was. 
She finally came back and told me that it was still sitting in storage and she will have someone bring it up. This was rediculous we were exhausted and wanted to relax after a long day and we had to wait almost 2 hours after we checked in to do so. So better or follow up with customers in timely manner! Thank you.",12695.0,1,2023-08-07,0.041249999999999995
820,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3,En pareja,"My recent stay at the hotel was not as pleasant as I had hoped, despite its prime location. The surroundings were fantastic, but the accommodations themselves left much to be desired. The rooms appeared slightly outdated and in need of refurbishment, which did not justify the high price tag.
Furthermore, the staff’s lack of responsiveness was a significant issue, and i felt that sometime that they need to learn how to act nice.
Adding to my dissatisfaction was the lack of parking facilities for guests. There were no on-site parking options, and I had to resort to a nearby parking lot, which charged an exorbitant fee of nearly $40 per night. The distance between the parking lot and the hotel was quite a walk, making it inconvenient, especially when carrying luggage or returning late in the evening. (They wont help you to bring your luggage from the car!).",12695.0,1,2023-08-04,0.09179487179487177
821,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4,Persona que viaja sola,,12695.0,1,2023-07-26,
822,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En familia,"The bathroom door has a gap where kids can see through looking right at the toilet.
The balcony railing is kind of sketchy.
The interior architecture is all gray and bulky concrete. It's really big an open inside, but seemed a little ugly.
They offered me access to the roof top Regency club. I only went there for breakfast and there was nothing left at 9:00 besides some apples, a cake, and some yogurt.",12695.0,1,2023-07-16,0.0558982683982684
823,Israel,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En pareja,,12695.0,0,2023-07-14,
824,Estados Unidos,Habitación con 2 camas grandes,2,En pareja,We had $15 breakfast credit which we new after the checkout. Someone should let the guests know that when checking in.,12695.0,1,2023-07-11,0.13636363636363635
825,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,Reception staff very unhelpful and unprofessional,12695.0,1,2023-07-10,0.2
826,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,Parking was 100 a night. Ridiculous.,12695.0,1,2023-06-19,-0.3333333333333333
827,Rumanía,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"When I returned to my room I found the pillows of the chairs, the glasses have been taken away but never replaced and the towels as well. The entire room looked like someone started cleaning it, but never quite finished. 
Upon check-out, the receptionist apologised and informed me that someone will contact me to discuss the matter. It is now one week later and no one has reached out. This stay was a total disappointment.
the room had dirty walls and the entire room was in desperate need of a refurbishment.",12695.0,0,2023-06-09,-0.2571428571428571
828,China,Habitación con cama extragrande.,2,En familia,"coffee in lobby is terrible, don't waste your money there. the hotel reservation team did a poor job as we've received confirmation from booking and e-mails from hotel, but we've arrived reception couldn't find our reservation in their system. we've showed them our booking confirmation number, and (we've tried two staff both giving us the same answer) and booking is third party confirmation they can only look in their system, and our name wasn't there so they couldn't check-in us. until we've pulled out e-mail from the hotel, proving that the hotel must have recieved our reservation request they start calling the back office. and it turns out their reservation team forgot to input the reservation in their system . wasted us about 2 hours in reception after a long flight. 
asked for a kettle, and the one was given was broken. the knocking my staff was also very aggressive.",12695.0,0,2023-05-26,-0.18636363636363634
829,Estados Unidos,Habitación con cama extragrande y acceso al club,2,En pareja,"We paid $1,700 for only two nights
That was WAY too much money for the room.
Also, the sink drained really slow.
The room was VERY disappointing for that amount of money.",12695.0,1,2023-05-25,-0.22000000000000003
830,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,"The parking cost was way too excessive, I felt robbed.",12695.0,1,2023-05-08,-0.25
