Unnamed: 0,region,state,attraction,n_reviews,categories
2022,West Pacific,Alaska,Jewels by Kris,109.0,Tiendas de regalos
2023,West Pacific,Alaska,Trek Bike Rentals - Downtown Anchorage,170.0,Alquileres de equipos
2024,West Pacific,Alaska,Black Diamond ATV Tours,968.0,Tours para vehículos todo terreno y 4 x 4
2025,West Pacific,Alaska,Northern Alaska Tour Company,905.0,"Tours turísticos, Tours de naturaleza y vida silvestre"
2026,West Pacific,Alaska,1st Alaska Tours,1.079,"Tours por la ciudad, Tours de naturaleza y vida silvestre"
2027,West Pacific,Alaska,Chilkoot Charters & Tours,768.0,Tours turísticos
2028,West Pacific,Alaska,Alaska Icefield Expeditions,695.0,Tours turísticos
2029,West Pacific,Alaska,Fly Denali,768.0,Tours aéreos
2030,West Pacific,Alaska,Rainbow Glacier Adventures LLC,840.0,"Rafting y nado con salvavidas en el río, Tours de naturaleza y vida silvestre"
2031,West Pacific,Alaska,Alaska Escape Rooms,102.0,Juegos de escape
2032,West Pacific,Alaska,Southeast Exposure Outdoor Adventure Center,763.0,"Tirolesa y parques de aventuras aéreas, Alquileres de equipos"
2033,West Pacific,Alaska,Alaska's Finest Tours & Cruises - Tours,824.0,"Tours en helicóptero, Tours en barco"
2034,West Pacific,Alaska,Dolphin Jet Boat Tours,1.502,"Tours ecológicos, Avistamiento de delfines y ballenas"
2035,West Pacific,Alaska,Hoonah Travel Adventures,1.05,"Tours en barco, Excursiones de pesca"
2036,West Pacific,Alaska,Alaska Backcountry Adventure Tours,1.006,"Tours para vehículos todo terreno y 4 x 4, Tours de naturaleza y vida silvestre"
2037,West Pacific,Alaska,New Wave Adventures,746.0,Rafting y nado con salvavidas en el río
2038,West Pacific,Alaska,Glacier Wind Charters,575.0,"Tours en barco, Avistamiento de delfines y ballenas"
2039,West Pacific,Alaska,Salmon Berry Travel & Tours,813.0,"Tours de varios días, Tours históricos"
2040,West Pacific,Alaska,Temsco Helicopters Inc.,921.0,Tours en helicóptero
2041,West Pacific,Alaska,Alaskan Tour Guides,541.0,"Tours ecológicos, Tours turísticos"
2042,West Pacific,Alaska,Gallant Adventures,512.0,"Tours en barco, Tours turísticos"
2043,West Pacific,Alaska,Gold Rush Dog Sled Tours,678.0,"Tours de excursionismo y campamentos, Tours de naturaleza y vida silvestre"
2044,West Pacific,Alaska,Liquid Adventures,626.0,"Tours en barco, Deportes acuáticos"
2045,West Pacific,Alaska,The Aurora Chasers,497.0,"Tours nocturnos, Tours fotográficos"
2046,West Pacific,Alaska,St. Elias Alpine Guides,870.0,"Rafting y nado con salvavidas en el río, Tours históricos"
2047,West Pacific,Alaska,Adventure Sixty North,655.0,"Tours en helicóptero, Tours a pie"
2048,West Pacific,Alaska,Nova Alaska Guides,610.0,"Tours de varios días, Rafting y nado con salvavidas en el río"
2049,West Pacific,Alaska,TEMSCO Helicopters - Skagway,621.0,Tours en helicóptero
2050,West Pacific,Alaska,Trail of '98 Tours - Private Skagway Tours,526.0,"Tours turísticos, Tours privados"
2051,West Pacific,Alaska,Snowhook Adventure Guides of Alaska,432.0,"Tours de varios días, Tours para vehículos todo terreno y 4 x 4"
2052,West Pacific,Alaska,Just Short of Magic,774.0,Tours de naturaleza y vida silvestre
2053,West Pacific,Alaska,Jayleen's Alaska,365.0,"Tours en barco, Tours turísticos"
2054,West Pacific,Alaska,NorthStar Trekking,498.0,Tours de excursionismo y campamentos
2055,West Pacific,Alaska,Alaskan Husky Adventures,404.0,"Tours culturales, Tours extremos y de adrenalina"
2056,West Pacific,Alaska,Alaska Adventure Unlimited,428.0,"Tours de varios días, Tours privados"
2057,West Pacific,Alaska,Greatland Adventures,444.0,"Tours por la ciudad, Tours turísticos"
2058,West Pacific,Alaska,Adventures in Alaska,567.0,"Tours en barco, Excursiones de pesca"
2059,West Pacific,Alaska,Allen Marine Tours,283.0,Tours turísticos
2060,West Pacific,Alaska,Knik Glacier Tours,362.0,Tours de naturaleza y vida silvestre
2061,West Pacific,Alaska,Alaska Fjordlines,418.0,Tours turísticos
2062,West Pacific,Alaska,Cpt. Gary's Sitka Adventures,348.0,"Tours en barco, Tours ecológicos"
2063,West Pacific,Alaska,"Emerald Air Service, Inc.",303.0,Tours aéreos
2064,West Pacific,Alaska,Pangaea Adventures Day Tours,643.0,"Rafting y nado con salvavidas en el río, Alquileres de equipos"
2065,West Pacific,Alaska,Icy Strait Point ZipRider,474.0,Tirolesa y parques de aventuras aéreas
2066,West Pacific,Alaska,Maverick Charters,324.0,Excursiones de pesca
2067,West Pacific,Alaska,Rum Runner Charters,560.0,"Tours en barco, Excursiones de pesca"
2068,West Pacific,Alaska,Alaska Wildland Adventures,335.0,Tours turísticos
2069,West Pacific,Alaska,Northern Latitude Adventures,409.0,"Tours en barco, Tours turísticos"
2070,West Pacific,Alaska,The Local Guy Charters & Sightseeing,371.0,"Tours en barco, Excursiones de pesca"
2071,West Pacific,Alaska,Gold Rush Dog Tours,379.0,"Tours de excursionismo y campamentos, Tours de naturaleza y vida silvestre"
2072,West Pacific,Alaska,Alaska Fishing and Raft Adventures - Day Tours,400.0,Excursiones de pesca
2073,West Pacific,Alaska,49th State Motor Tours,396.0,"Tours de varios días, Tours para vehículos todo terreno y 4 x 4"
2074,West Pacific,Alaska,Smokey Bay Air,418.0,"Tours ecológicos, Tours de naturaleza y vida silvestre"
2075,West Pacific,Alaska,Alaska Sled Dogs & Musher's Camp,652.0,Tours de naturaleza y vida silvestre
2076,West Pacific,Alaska,Anadyr Adventures,384.0,"Tours ecológicos, Tours turísticos"
2077,West Pacific,Alaska,Paws for Adventure,323.0,Tours turísticos
2078,West Pacific,Alaska,Sea Roamer Charters,301.0,"Tours en barco, Excursiones de pesca"
2079,West Pacific,Alaska,Lazy Otter Charters,346.0,Tours en barco
2080,West Pacific,Alaska,Seward Ocean Excursions,302.0,"Tours en barco, Tours turísticos"
2081,West Pacific,Alaska,Sasquatch Alaska Adventure Co,416.0,"Tours privados, Tours de naturaleza y vida silvestre"
2082,West Pacific,Alaska,Alaska Ultimate Safaris,352.0,"Tours en helicóptero, Tours ecológicos"
2083,West Pacific,Alaska,Alaska Sled Dog Tours,213.0,"Tours extremos y de adrenalina, Tours de naturaleza y vida silvestre"
2084,West Pacific,Alaska,Coldwater Alaska,271.0,"Tours en barco, Tours turísticos"
2085,West Pacific,Alaska,Ninilchik Charters - Day Tours,799.0,"Tours en barco, Excursiones de pesca"
2086,West Pacific,Alaska,Alaska Luxury Tours,334.0,"Tours en barco, Tours turísticos"
2087,West Pacific,Alaska,Bald Mountain Air Service,361.0,Tours aéreos
2088,West Pacific,Alaska,Kenai Riverdog,309.0,"Rafting y nado con salvavidas en el río, Tours en barco"
2089,West Pacific,Alaska,Takshanuk Mountain Trail by 4x4,546.0,Tours para vehículos todo terreno y 4 x 4
2090,West Pacific,Alaska,Turning Heads Kennel,394.0,Tours turísticos
2091,West Pacific,Alaska,Family Air Tours & Hook Up Fly Shop,229.0,Tours aéreos
2092,West Pacific,Alaska,Sitka Sound Ocean Adventures,476.0,"Tours en barco, Tours ecológicos"
2093,West Pacific,Alaska,True North Kayak Adventures,387.0,Práctica de kayak y canotaje
2094,West Pacific,Alaska,Homer Ocean Charters,357.0,"Tours en barco, Excursiones de pesca"
2095,West Pacific,Alaska,Last Frontier Mushing Co-op,263.0,Tours de naturaleza y vida silvestre
2096,West Pacific,Alaska,Alaska Wilderness Adventure,386.0,"Tours para vehículos todo terreno y 4 x 4, Tours de naturaleza y vida silvestre"
2097,West Pacific,Hawaii,Hawaii Volcanoes National Park,8.67,Volcanes
2098,West Pacific,Hawaii,Mauna Kea Summit,4.626,Montañas
2099,West Pacific,Hawaii,Akaka Falls State Park,6.383,"Parques estatales, Cascadas"
2100,West Pacific,Hawaii,Hawaii Tropical Bioreserve and Garden,2.294,"Áreas de naturaleza y vida silvestre, Jardines"
2101,West Pacific,Hawaii,Hawaiian Vanilla Company,1.552,Jardines
2102,West Pacific,Hawaii,Hapuna Beach State Recreation Area,2.758,"Parques estatales, Playas"
2103,West Pacific,Hawaii,Kilauea Iki Trail,1.475,Rutas para senderismo
2104,West Pacific,Hawaii,Manini'owali Beach (Kua Bay),1.426,Playas
2105,West Pacific,Hawaii,Pu'uhonua O Honaunau National Historical Park,2.298,"Lugares históricos, Parques nacionales"
2106,West Pacific,Hawaii,Heavenly Hawaiian Kona Coffee Farm Tours & Konalani Coffee Bar,460.0,Granjas
2107,West Pacific,Hawaii,Punalu'u Black Sand beach,1.79,"Parques estatales, Playas"
2108,West Pacific,Hawaii,Saddle Road,3.732,"Monumentos y lugares de interés, Rutas turísticas"
2109,West Pacific,Hawaii,Pololu Valley Lookout,1.162,"Miradores, Valles"
2110,West Pacific,Hawaii,The Vanillerie,492.0,Granjas
2111,West Pacific,Hawaii,Rainbow Falls,3.97,Cascadas
2112,West Pacific,Hawaii,Kona Cloud Forest Sanctuary,356.0,Áreas de naturaleza y vida silvestre
2113,West Pacific,Hawaii,South Point (Ka Lae) y Green Sand Beach,2.178,Playas
2114,West Pacific,Hawaii,Kilauea,892.0,Volcanes
2115,West Pacific,Hawaii,Kealakekua Bay,832.0,"Lugares históricos, Masas de agua"
2116,West Pacific,Hawaii,Ocean Rider Seahorse Farm,1.13,Acuarios
2117,West Pacific,Hawaii,Liliuokalani Gardens,1.201,Jardines
2118,West Pacific,Hawaii,Kaloko-Honokohau National Historical Park,835.0,Parques nacionales
2119,West Pacific,Hawaii,Mauna Kea Beach,461.0,Playas
2120,West Pacific,Hawaii,Nahuku - Thurston Lava Tube,1.631,Formaciones geológicas
2121,West Pacific,Hawaii,Kula Kai Caverns,212.0,"Cavernas y cuevas, Formaciones geológicas"
2122,West Pacific,Hawaii,Hilo Farmers Market,1.09,Mercados de agricultores
2123,West Pacific,Hawaii,Greenwell Farms,1.53,"Tiendas de regalos, Granjas"
2124,West Pacific,Hawaii,Chain of Craters Road,363.0,Rutas turísticas
2125,West Pacific,Hawaii,Kona Coffee Living History Farm,293.0,"Granjas, Museos de historia"
2126,West Pacific,Hawaii,Hulihe'e Palace,778.0,"Lugares históricos, Museos de historia"
2127,West Pacific,Hawaii,Kaumana Caves Park,419.0,Cavernas y cuevas
2128,West Pacific,Hawaii,Richardson Beach Park,603.0,Playas
2129,West Pacific,Hawaii,Lyman Museum,311.0,Museos especializados
2130,West Pacific,Hawaii,Carlsmith Beach Park,303.0,"Playas, Parques"
2131,West Pacific,Hawaii,The Painted Church,729.0,"Lugares históricos, Lugares religiosos"
2132,West Pacific,Hawaii,Pepeekeo Scenic Drive,365.0,Monumentos y lugares de interés
2133,West Pacific,Hawaii,Panaewa Rainforest Zoo and Gardens,568.0,Zoológicos
2134,West Pacific,Hawaii,Kahalu'u Beach Park,443.0,Parques estatales
2135,West Pacific,Hawaii,The Captain Cook Monument,597.0,Monumentos y estatuas
2136,West Pacific,Hawaii,Kiholo Bay,405.0,Masas de agua
2137,West Pacific,Hawaii,Mountain Thunder Coffee Plantation,1.25,"Tiendas de regalos, Granjas"
2138,West Pacific,Hawaii,Kahi Ola Mau Farm,194.0,Granjas
2139,West Pacific,Hawaii,Pacific Tsunami Museum,588.0,Museos especializados
2140,West Pacific,Hawaii,Ola Brew,179.0,Cervecerías
2141,West Pacific,Hawaii,Na'alapa Stables - Kahua Ranch,907.0,Tours a caballo
2142,West Pacific,Hawaii,Kilauea Visitor Center,125.0,Centros de información turística
2143,West Pacific,Hawaii,Two Step,116.0,Playas
2144,West Pacific,Hawaii,Hala Tree Coffee,164.0,"Tiendas de regalos, Granjas"
2145,West Pacific,Hawaii,Paniolo Adventures,720.0,Tours a caballo
2146,West Pacific,Hawaii,Kona Joe Coffee,793.0,"Tiendas de regalos, Granjas"
2147,West Pacific,Hawaii,Lavaloha,133.0,"Tiendas de regalos, Granjas"
2148,West Pacific,Hawaii,Waipi'o on Horseback,1.037,Tours a caballo
2149,West Pacific,Hawaii,Kona Kozy's Comedy & Magic Show,1.105,Teatro y espectáculos
2150,West Pacific,Hawaii,South Point Complex,61.0,"Monumentos y lugares de interés, Áreas de naturaleza y vida silvestre"
2151,West Pacific,Hawaii,Magical Creatures Sanctuary,25.0,Áreas de naturaleza y vida silvestre
2152,West Pacific,Hawaii,Buddha's Cup Coffee Estate,94.0,"Tiendas de regalos, Granjas"
2153,West Pacific,Hawaii,Sea Quest Hawaii,5.63,"Buceo y esnórquel, Nado con delfines"
2154,West Pacific,Hawaii,Island Breeze Luau,1.381,"Teatros donde se puede cenar, Luaus"
2155,West Pacific,Hawaii,Hawaii Forest and Trail,5.025,"Tours históricos, Tirolesa y parques de aventuras aéreas"
2156,West Pacific,Hawaii,Wasabi Tours Hawaii,5.04,"Tours ecológicos, Tours turísticos"
2157,West Pacific,Hawaii,Wailea Horseback Adventure,249.0,Tours a caballo
2158,West Pacific,Hawaii,Big Island Divers,6.287,"Buceo y esnórquel, Nado con delfines"
2159,West Pacific,Hawaii,Big Island Candies,657.0,Tiendas de regalos
2160,West Pacific,Hawaii,Fair Wind Big Island Ocean Guides,3.499,"Tours culturales, Buceo y esnórquel"
2161,West Pacific,Hawaii,The Umauma Experience,4.081,Tirolesa y parques de aventuras aéreas
2162,West Pacific,Hawaii,Dolphin Discoveries,3.037,"Buceo y esnórquel, Tours en barco"
2163,West Pacific,Hawaii,Makana Charters and Tours,3.232,"Buceo y esnórquel, Tours en barco"
2164,West Pacific,Hawaii,Hang Loose Boat Tours,3.166,"Buceo y esnórquel, Nado con delfines"
2165,West Pacific,Hawaii,Kailani Tours Hawaii,2.539,"Tours por la ciudad, Tours culturales"
2166,West Pacific,Hawaii,Body Glove Cruises,4.928,"Buceo y esnórquel, Tours históricos"
2167,West Pacific,Hawaii,Punalu'u Bake Shop,408.0,Tiendas de regalos
2168,West Pacific,Hawaii,My Kona Adventures,2.431,"Buceo y esnórquel, Nado con delfines"
2169,West Pacific,Hawaii,Kona Kayaks,102.0,Alquileres de equipos
2170,West Pacific,Hawaii,Sea Paradise Sailing and Snorkeling Tours,2.012,"Buceo y esnórquel, Tours en barco"
2171,West Pacific,Hawaii,Mauna Kea Summit Adventures,2.043,Tours turísticos
2172,West Pacific,Hawaii,UFO Parasail,2.037,Paravelismo y parapente
2173,West Pacific,Hawaii,Kona Ocean Adventures,2.087,"Buceo y esnórquel, Nado con delfines"
2174,West Pacific,Hawaii,Kona Boys,1.439,"Surf y windsurf, Alquileres de equipos"
2175,West Pacific,Hawaii,Paniolo BBQ Dinner At Kahua Ranch,59.0,"Luaus, Ranchos"
2176,West Pacific,Hawaii,Kona Style,1.911,"Buceo y esnórquel, Tours en barco"
2177,West Pacific,Hawaii,Hawaii Island & Ocean Tours,2.026,"Buceo y esnórquel, Tours en barco"
2178,West Pacific,Hawaii,Captain Zodiac Raft Expeditions,1.671,"Buceo y esnórquel, Tours en barco"
2179,West Pacific,Hawaii,Manta Ray Dives of Hawaii,1.826,"Buceo y esnórquel, Tours en barco"
2180,West Pacific,Hawaii,Kohala Zipline,1.346,Tirolesa y parques de aventuras aéreas
2181,West Pacific,Hawaii,Hawaii Oceanic,1.593,"Buceo y esnórquel, Nado con delfines"
2182,West Pacific,Hawaii,KapohoKine Adventures,3.522,"Tours para vehículos todo terreno y 4 x 4, Tours en helicóptero"
2183,West Pacific,Hawaii,Jack's Diving Locker,2.108,"Buceo y esnórquel, Nado con delfines"
2184,West Pacific,Hawaii,Anelakai Adventures,988.0,"Buceo y esnórquel, Tours en barco"
2185,West Pacific,Hawaii,Kahaluu Bay Surf and Sea,1.107,"Surf y windsurf, Alquileres de equipos"
2186,West Pacific,Hawaii,Kona Diving Company,1.267,Buceo y esnórquel
2187,West Pacific,Hawaii,Blue Hawaiian Helicopters - Waikoloa,1.729,"Tours en helicóptero, Tours privados"
2188,West Pacific,Hawaii,Camelot Sport Fishing,1.208,Excursiones de pesca
2189,West Pacific,Hawaii,Botanical World Adventures,1.04,"Tours en Segway, Tirolesa y parques de aventuras aéreas"
2190,West Pacific,Hawaii,Mauna Kea Oceanfront Luau,271.0,Luaus
2191,West Pacific,Hawaii,Ehu & Kai Adventures,1.463,"Buceo y esnórquel, Surf de remo"
2192,West Pacific,Hawaii,C Big Island Tours,948.0,"Tours culturales, Tours históricos"
2193,West Pacific,Hawaii,Kona Honu Divers,1.597,Buceo y esnórquel
2194,West Pacific,Hawaii,Waikoloa Beach Marriott Sunset Luau,286.0,Luaus
2195,West Pacific,Hawaii,Paradise Helicopters - KONA,1.274,Tours en helicóptero
2196,West Pacific,Hawaii,TOPSHAPE Kona Sports Fishing,546.0,Excursiones de pesca
2197,West Pacific,Hawaii,Sunlight on Water,934.0,Tours en barco
2198,West Pacific,Hawaii,Waipio Valley Shuttle,510.0,"Tours culturales, Tours para vehículos todo terreno y 4 x 4"
2199,West Pacific,Hawaii,Mauka Makai Adventures,688.0,"Tours culturales, Tours turísticos"
2200,West Pacific,Hawaii,Eka Canoe Adventures,696.0,"Buceo y esnórquel, Tours en barco"
2201,West Pacific,Hawaii,Ocean Safaris Kayak Adventures,789.0,Práctica de kayak y canotaje
2202,West Pacific,Hawaii,HYPR Nalu,833.0,"Surf y windsurf, Surf de remo"
2203,West Pacific,Hawaii,Hawaii Nautical,699.0,"Buceo y esnórquel, Tours en barco"
2204,West Pacific,Hawaii,Torpedo Tours,685.0,"Buceo y esnórquel, Nado con delfines"
2205,West Pacific,Hawaii,Liquid Hawaii,461.0,"Buceo y esnórquel, Nado con delfines"
2206,West Pacific,Hawaii,Kona Snorkel Trips,731.0,"Buceo y esnórquel, Tours en barco"
2207,West Pacific,Hawaii,Kona Town Surf Adventures,755.0,"Surf y windsurf, Alquileres de equipos"
2208,West Pacific,Hawaii,Wild Hawaii Ocean Adventures,685.0,"Buceo y esnórquel, Nado con delfines"
2209,West Pacific,Hawaii,Top Shot Spearfishing,326.0,"Buceo y esnórquel, Excursiones de pesca"
2210,West Pacific,Hawaii,Adventure X Boat Tours,537.0,"Buceo y esnórquel, Nado con delfines"
2211,West Pacific,Hawaii,Kona Sea Salt - The Farm,345.0,Tours a fábricas
2212,West Pacific,Hawaii,Aquatic Life Divers,447.0,"Buceo y esnórquel, Buceo con tiburones"
2213,West Pacific,Hawaii,Polynesian Adventure Tours,523.0,"Tours culturales, Tours turísticos"
2214,West Pacific,Hawaii,Hawaii Lifeguard Surf Instructors,418.0,"Surf y windsurf, Deportes acuáticos"
2215,West Pacific,Hawaii,Na Pali Explorer,533.0,"Buceo y esnórquel, Tours en barco"
2216,West Pacific,Hawaii,Kohala Divers,1.098,Buceo y esnórquel
2217,West Pacific,Hawaii,Epic Lava Tours,490.0,Tours de naturaleza y vida silvestre
2218,West Pacific,California,Alcatraz,56.138,"Lugares históricos, Islas"
2219,West Pacific,California,Puente Golden Gate,49.804,"Lugares históricos, Monumentos y lugares de interés"
2220,West Pacific,California,Museo del USS Midway,25.61,Museos especializados
2221,West Pacific,California,San Diego Zoo,29.317,Zoológicos
2222,West Pacific,California,Observatorio Griffith,20.622,Observatorios y planetarios
2223,West Pacific,California,Centro Getty,14.729,Museos especializados
2224,West Pacific,California,La Jolla Cove,13.741,"Playas, Parques"
2225,West Pacific,California,Cable Cars,25.541,Tranvías
2226,West Pacific,California,Parque Disneylandia,27.984,Parques de diversión y temáticos
2227,West Pacific,California,Parque Balboa,13.079,"Parques, Jardines"
2228,West Pacific,California,Pier 39,22.945,"Monumentos y lugares de interés, Muelles y paseos peatonales"
2229,West Pacific,California,Monterey Bay Aquarium,14.442,Acuarios
2230,West Pacific,California,Lombard Street,18.389,"Monumentos y lugares de interés, Áreas peatonales pintorescas"
2231,West Pacific,California,17-Mile Drive,12.699,Rutas turísticas
2232,West Pacific,California,Santa Monica Pier,19.279,"Monumentos y lugares de interés, Áreas históricas peatonales"
2233,West Pacific,California,Point Lobos,4.87,Parques estatales
2234,West Pacific,California,Tahoe Snowshoe Tours,128.0,"Tours de esquí y de nieve, Tours ecológicos"
2235,West Pacific,California,Tahoe Paddle Sports,263.0,"Taxis y otros servicios de traslado, Tours en barco"
2236,West Pacific,California,Dante's View,2.294,Miradores
2237,West Pacific,California,Gracianna Winery,964.0,Viñedos con bodegas
2238,West Pacific,California,Armstrong Redwood State Reserve,1.433,"Parques estatales, Áreas de naturaleza y vida silvestre"
2239,West Pacific,California,Jedediah Smith Redwoods State Park,1.591,Parques estatales
2240,West Pacific,California,Redwood National Park,1.164,"Parques estatales, Parques nacionales"
2241,West Pacific,California,Avenue of the Giants,1.001,Rutas turísticas
2242,West Pacific,California,Mendocino Coast Botanical Gardens,1.358,"Monumentos y lugares de interés, Jardines"
2243,West Pacific,California,Speed Circuit & Family Fun Center,598.0,"Pistas de carreras de automóviles, Centros de juego y entretenimiento"
2244,West Pacific,California,"Templo de Oakland, California",898.0,"Lugares históricos, Edificios con valor arquitectónico"
2245,West Pacific,California,Pine Ridge Vineyards,525.0,Viñedos con bodegas
2246,West Pacific,California,Heisler Park,1.32,Parques
2247,West Pacific,California,Dry Creek Vineyard,846.0,Viñedos con bodegas
2248,West Pacific,California,Alexander Valley Vineyards,541.0,Viñedos con bodegas
2249,West Pacific,California,Jarvis Estate,350.0,"Viñedos con bodegas, Cavernas y cuevas"
2250,West Pacific,California,VJB Cellars,1.031,Viñedos con bodegas
2251,West Pacific,California,San Francisco Playhouse,346.0,Teatros
2252,West Pacific,California,B Bryan Preserve,400.0,Áreas de naturaleza y vida silvestre
2253,West Pacific,California,Gary Farrell Winery,834.0,Viñedos con bodegas
2254,West Pacific,California,Stout Grove,749.0,"Áreas de naturaleza y vida silvestre, Rutas para senderismo"
2255,West Pacific,California,Marvyn's Magic Theater,309.0,Teatros
2256,West Pacific,California,Chamisal Vineyards,234.0,Viñedos con bodegas
2257,West Pacific,California,Baldacci Family Vineyards,191.0,Viñedos con bodegas
2258,West Pacific,California,VGS Chateau Potelle,229.0,Viñedos con bodegas
2259,West Pacific,California,Hill Family Estate,217.0,Viñedos con bodegas
2260,West Pacific,California,West Coast Falconry,401.0,Áreas de naturaleza y vida silvestre
2261,West Pacific,California,Bhagavad-gita Diorama-Museum,205.0,Museos de arte
2262,West Pacific,California,Boyden Cavern,340.0,Cavernas y cuevas
2263,West Pacific,California,Robert Biale Vineyards,232.0,Viñedos con bodegas
2264,West Pacific,California,Parallel Napa Valley,196.0,Viñedos con bodegas
2265,West Pacific,California,Stephen & Walker Winery,332.0,Viñedos con bodegas
2266,West Pacific,California,Escape Room Palm Springs,2.188,Juegos de escape
2267,West Pacific,California,Wellington Cellars,179.0,Viñedos con bodegas
2268,West Pacific,California,Club Fugazi,180.0,"Bares y boliches, Teatros"
2269,West Pacific,California,Mission Escape Games,1.608,Juegos de escape
2270,West Pacific,California,San Francisco Magic Theater at the Marrakech,1.385,"Teatros donde se puede cenar, Clubes de comedia"
2271,West Pacific,California,Escapology San Diego,595.0,Juegos de escape
2272,West Pacific,California,Crescent Trail Rides,439.0,Tours a caballo
2273,West Pacific,California,The Escape Game San Francisco (Downtown),533.0,Juegos de escape
2274,West Pacific,California,Anaheim Town Car Services By Jag Transportation,306.0,Taxis y otros servicios de traslado
2275,West Pacific,California,San Diego Sand Castles,428.0,Clases y talleres
2276,West Pacific,California,Smoke Tree Stables,268.0,Tours a caballo
2277,West Pacific,California,Salt Oasis,325.0,Spas
2278,West Pacific,California,Dylan's Tours,3.918,"Tours por la ciudad, Tours en bicicleta"
2279,West Pacific,California,U Ride,157.0,Taxis y otros servicios de traslado
2280,West Pacific,California,Elite Black Car Services,229.0,Taxis y otros servicios de traslado
2281,West Pacific,California,The Escape Revolution,146.0,"Juegos de escape, Centros de juego y entretenimiento"
2282,West Pacific,California,Bikes And Hikes LA Tours,3.264,"Tours por la ciudad, Tours en bicicleta"
2283,West Pacific,California,Napa Valley Tours - Why Spit,304.0,Taxis y otros servicios de traslado
2284,West Pacific,California,MidWilShuttle,163.0,Taxis y otros servicios de traslado
2285,West Pacific,California,Tahoe Treetop Adventure Parks,2.952,Tirolesa y parques de aventuras aéreas
2286,West Pacific,California,Electric Tour Company Segway Tours,4.541,"Tours por la ciudad, Tours culturales"
2287,West Pacific,California,Puzzle Effect - SLO,166.0,Juegos de escape
2288,West Pacific,California,Best Bay Area Tours,2.174,"Tours por la ciudad, Tours turísticos"
2289,West Pacific,California,Discovery Whale Watch,2.381,Avistamiento de delfines y ballenas
2290,West Pacific,California,Dana Wharf Whale Watching & Sportfishing,4.076,"Excursiones de pesca, Avistamiento de delfines y ballenas"
2291,West Pacific,California,Sail San Diego,2.958,"Tours en barco, Tours turísticos"
2292,West Pacific,California,Pedego Electric Bikes La Quinta,137.0,Alquileres de equipos
2293,West Pacific,California,Desert Adventures Red Jeep Tours & Events,1.98,"Tours para vehículos todo terreno y 4 x 4, Tours ecológicos"
2294,West Pacific,California,Capt. Dave's Dana Point Dolphin & Whale Watching Safari,1.728,Avistamiento de delfines y ballenas
2295,West Pacific,California,Puzzle Effect - Bakersfield,115.0,Juegos de escape
2296,West Pacific,California,La Jolla Sea Cave Kayaks,1.641,"Tours ecológicos, Tours de naturaleza y vida silvestre"
2297,West Pacific,California,Painted Ladies Tour Company,2.819,"Tours por la ciudad, Tours turísticos"
2298,West Pacific,California,Guia Turismo Los Angeles,126.0,Taxis y otros servicios de traslado
2299,West Pacific,California,Next Level Sailing,1.917,"Tours en barco, Avistamiento de delfines y ballenas"
2300,West Pacific,California,Local Tastes of the City Tours,2.159,"Tours por la ciudad, Tours culturales"
2301,West Pacific,California,"Lions, Tigers & Bears",1.541,"Áreas de naturaleza y vida silvestre, Tours de naturaleza y vida silvestre"
2302,West Pacific,California,Monterey Bay Whale Watch,1.581,Avistamiento de delfines y ballenas
2303,West Pacific,California,The Spa at Everline,146.0,Spas
2304,West Pacific,California,San Francisco City Guides,1.175,"Tours por la ciudad, Tours a pie"
2305,West Pacific,California,Puzzle Effect - Clovis,139.0,Juegos de escape
2306,West Pacific,California,Grapeline Wine Tours,1.41,Tours y catas de vino
2307,West Pacific,California,Stagnaro Sport Fishing Charters & Whale Watching Cruises,1.646,"Tours en barco, Excursiones de pesca"
2308,West Pacific,California,Hollywood Bus Tours,1.35,"Tours por la ciudad, Tours culturales"
2309,West Pacific,California,Big Wheel Tours,1.064,"Tours para vehículos todo terreno y 4 x 4, Tours en bicicleta"
2310,West Pacific,California,Cal Coast Adventures,1.407,"Surf y windsurf, Tours en bicicleta"
2311,West Pacific,California,Squire Livery Tours,1.282,"Tours privados, Tours y catas de vino"
2312,West Pacific,California,The Grape Escape,112.0,Juegos de escape
2313,West Pacific,California,Edge of the World Tours,1.083,"Tours turísticos, Tours privados"
2314,West Pacific,California,Malibu Wine Hikes,1.413,"Tours a pie, Tours de excursionismo y campamentos"
2315,West Pacific,California,Oceanside Adventures,1.774,"Tours en barco, Tours ecológicos"
2316,West Pacific,California,Chardonnay Sailing Charters,1.537,Tours en barco
2317,West Pacific,California,Newport Coastal Adventure Whale Watching,868.0,Avistamiento de delfines y ballenas
2318,West Pacific,California,LA Hood LIfe Tours,683.0,"Tours históricos, Tours de literatura, arte y música"
2319,West Pacific,California,Sanctuary Cruises,1.018,"Tours en barco, Tours privados"
2320,West Pacific,California,Clublender,103.0,Alquileres de equipos
2321,West Pacific,California,Surf City Tours,1.786,"Tours por la ciudad, Tours culturales"
2322,West Pacific,California,Golden Ticket LA,1.046,"Tours por la ciudad, Tours de cine y TV"
2323,West Pacific,California,Sea Goddess Whale Watching,1.184,"Tours en barco, Avistamiento de delfines y ballenas"
2324,West Pacific,California,Lake Tahoe Boat Rides,710.0,"Tours en barco, Deportes acuáticos"
2325,West Pacific,California,Lasting Adventures,1.1,"Tours a pie, Tours turísticos"
