Unnamed: 0,region,state,attraction,n_reviews,categories
2326,West Pacific,California,Central Coast Outdoors,765.0,"Tours en bicicleta, Tours de naturaleza y vida silvestre"
2327,West Pacific,California,Red Door Escape Room San Diego,114.0,Juegos de escape
2328,West Pacific,California,I Ride Like a Star,902.0,"Tours extremos y de adrenalina, Alquileres de equipos"
2329,West Pacific,California,Blue Ocean Whale Watch,1.606,"Tours en barco, Avistamiento de delfines y ballenas"
2330,West Pacific,California,Six Taste,839.0,"Tours por la ciudad, Tours históricos"
2331,West Pacific,California,Sonoma Zipline Adventures,1.01,"Tirolesa y parques de aventuras aéreas, Tours de naturaleza y vida silvestre"
2332,West Pacific,California,Architecture Tours L.A.,607.0,Tours turísticos
2333,West Pacific,California,Pacific Surf School,1.374,Surf y windsurf
2334,West Pacific,California,We Drive,600.0,"Taxis y otros servicios de traslado, Tours privados"
2335,West Pacific,California,Sequoia Sightseeing Tours,522.0,Tours de naturaleza y vida silvestre
2336,West Pacific,California,Calboat Diving - Spectre Dive Boat,1.041,Buceo y esnórquel
2337,West Pacific,California,Mount Hermon Adventures,723.0,Tirolesa y parques de aventuras aéreas
2338,West Pacific,California,Adventure Whale Watching,838.0,"Tours en barco, Tours privados"
2339,West Pacific,California,San Francisco Sailing Company,886.0,"Tours en barco, Tours turísticos"
2340,West Pacific,California,Aloha Brothers Surf Lessons,641.0,Surf y windsurf
2341,West Pacific,California,Seaplane Adventures,803.0,Tours aéreos
2342,West Pacific,California,Apex Limousine Transportation,609.0,"Taxis y otros servicios de traslado, Tours privados"
2343,West Pacific,California,ExperienceFirst,704.0,"Tours por la ciudad, Tours culturales"
2344,West Pacific,California,Point Reyes Safaris,509.0,"Safaris, Tours de naturaleza y vida silvestre"
2345,West Pacific,California,Getaway Adventures,692.0,"Tours en bicicleta, Tours y degustaciones de cerveza"
2346,West Pacific,California,Avila Beach Whale Watching,541.0,"Tours en barco, Tours ecológicos"
2347,West Pacific,California,Fast Raft,561.0,"Tours en barco, Avistamiento de delfines y ballenas"
2348,West Pacific,California,Central Coast Kayaks,555.0,"Tours extremos y de adrenalina, Tours en bicicleta"
2349,West Pacific,California,Sidewalk Food Tours of San Francisco,865.0,"Tours culturales, Tours a pie"
2350,West Pacific,California,SF Excursions,481.0,"Tours por la ciudad, Tours turísticos"
2351,West Pacific,California,Redwood Rides,666.0,"Rafting y nado con salvavidas en el río, Tours en bicicleta"
2352,West Pacific,California,Surf School Santa Cruz,635.0,Surf y windsurf
2353,West Pacific,California,La Vida Laguna,519.0,"Surf y windsurf, Tours en bicicleta"
2354,West Pacific,California,Sidewalk Food Tours of Los Angeles,534.0,"Tours por la ciudad, Tours a pie"
2355,West Pacific,California,Discover Yosemite,505.0,"Tours históricos, Tours turísticos"
2356,West Pacific,California,San Diego Parasailing Adventures,426.0,"Paravelismo y parapente, Tours extremos y de adrenalina"
2357,West Pacific,California,Sky Watcher Stargazing Tours,300.0,"Tours nocturnos, Tours turísticos"
2358,West Pacific,California,Noble Wine Tours,874.0,"Tours privados, Tours y catas de vino"
2359,West Pacific,California,O’Neill Yacht Charters,424.0,"Tours en barco, Tours privados"
2360,West Pacific,California,Margarita Adventures,559.0,"Tirolesa y parques de aventuras aéreas, Tours de naturaleza y vida silvestre"
2361,West Pacific,California,California Overland Desert Excursions,405.0,Tours de naturaleza y vida silvestre
2362,West Pacific,California,Free Tours by Foot,826.0,"Tours por la ciudad, Tours a pie"
2363,West Pacific,California,Santa Barbara Surf School,388.0,Surf y windsurf
2364,West Pacific,California,San Diego Sailing Tours,789.0,Tours en barco
2365,West Pacific,California,Conductores del Tour del Vino,609.0,"Tours privados, Tours y catas de vino"
2366,West Pacific,California,Zephyr Whitewater Expeditions,246.0,Rafting y nado con salvavidas en el río
2367,West Pacific,California,Segway of Santa Barbara,739.0,Tours en Segway
2368,West Pacific,California,Captain Jack's Santa Barbara Tours,333.0,"Tours en barco, Tours y degustaciones de cerveza"
2369,West Pacific,California,East Meets West Whale Watching,483.0,"Tours en barco, Tours ecológicos"
2370,West Pacific,California,Laces and Limos,320.0,"Tours para vehículos todo terreno y 4 x 4, Tours ecológicos"
2371,West Pacific,California,Nation Tours - San Diego Segway Tours,666.0,"Tours en Segway, Tours históricos"
2372,West Pacific,California,Cliffhanger Guides,334.0,"Tours para practicar rápel y barranquismo, Tours extremos y de adrenalina"
2373,West Pacific,California,Rock 'n Walk Tours,255.0,Tours a pie
2374,West Pacific,California,Intimate Wine Tours,699.0,"Tours privados, Tours y catas de vino"
2375,West Pacific,California,Mad Dogs & Englishmen Bike Shop,325.0,"Tours en bicicleta, Alquileres de equipos"
2376,West Pacific,California,Newport Fun Tours,447.0,"Tours en barco, Tours turísticos"
2377,West Pacific,California,Private Wine Drivers,372.0,"Tours de varios días, Tours privados"
2378,West Pacific,California,Klamath River Jet Boat Tours,419.0,Tours en lanchas a motor
2379,West Pacific,California,Sandra & Dennis - Deine deutschen Reiseleiter in Los Angeles,315.0,Tours turísticos
2380,West Pacific,California,Dana Point Parasail,521.0,Paravelismo y parapente
2381,West Pacific,California,Palm Springs Mod Squad,217.0,Tours culturales
2382,West Pacific,California,Carmel Walks,356.0,Tours a pie
2383,West Pacific,California,Perata Luxury Tours Napa & Sonoma,626.0,"Tours privados, Tours y catas de vino"
2384,West Pacific,California,Waterhorse Charters,281.0,"Buceo y esnórquel, Tours en barco"
2385,West Pacific,California,Baja Border Tours,328.0,"Tours por la ciudad, Tours culturales"
2386,West Pacific,California,San Diego Bay Adventures,220.0,"Esquí acuático y moto acuática, Tours turísticos"
2387,West Pacific,California,Sierra Whitewater Rafting Inc.,269.0,Rafting y nado con salvavidas en el río
2388,West Pacific,California,Platypus Wine Tours,795.0,Tours y catas de vino
2389,West Pacific,California,Skull Canyon Ziplines,174.0,"Tirolesa y parques de aventuras aéreas, Tours ecológicos"
2390,West Pacific,California,Wine Tasting Driver,304.0,Tours privados
2391,West Pacific,California,Bamboo Reef Scuba Diving Centers,371.0,Buceo y esnórquel
2392,West Pacific,California,Baja California Wine Tours,280.0,"Tours por la ciudad, Tours y degustaciones de cerveza"
2393,West Pacific,California,Jack Trout Fly Fishing,385.0,Excursiones de pesca
2394,West Pacific,California,Sunshine Rafting Adventures,308.0,"Rafting y nado con salvavidas en el río, Práctica de kayak y canotaje"
2395,West Pacific,California,Free Walking Tour Santa Barbara,287.0,"Tours por la ciudad, Tours históricos"
2396,West Pacific,California,Secret Food Tours Los Angeles,221.0,Tours gastronómicos
2397,West Pacific,California,Golden Gate Rides,379.0,"Tours históricos, Tours en bicicleta"
2398,West Pacific,California,Stagecoach Wine Tours Santa Ynez,444.0,Tours y catas de vino
2399,West Pacific,California,Matt Heron Fly Fishing,244.0,Excursiones de pesca
2400,West Pacific,California,Yosemite Adventure Company,173.0,"Tours para vehículos todo terreno y 4 x 4, Tours privados"
2401,West Pacific,Oregon,Cannon Beach,2.56,Playas
2402,West Pacific,Oregon,Haystack Rock,3.288,"Playas, Formaciones geológicas"
2403,West Pacific,Oregon,Oregon Coast Aquarium,3.095,Acuarios
2404,West Pacific,Oregon,Ecola State Park,1.878,Parques estatales
2405,West Pacific,Oregon,Astoria Column,2.7,"Áreas de naturaleza y vida silvestre, Monumentos y estatuas"
2406,West Pacific,Oregon,Yaquina Head Outstanding Natural Area,1.859,Áreas de naturaleza y vida silvestre
2407,West Pacific,Oregon,Columbia River Maritime Museum,1.835,"Museos especializados, Masas de agua"
2408,West Pacific,Oregon,Heceta Head Lighthouse,1.273,Faros
2409,West Pacific,Oregon,Cape Perpetua Scenic Area,1.187,"Parques estatales, Rutas turísticas"
2410,West Pacific,Oregon,Devils Punchbowl State Natural Area,1.074,"Parques estatales, Playas"
2411,West Pacific,Oregon,Fort Clatsop National Memorial,879.0,"Lugares históricos, Parques nacionales"
2412,West Pacific,Oregon,Newport's Historic Bayfront,1.47,Muelles y paseos peatonales
2413,West Pacific,Oregon,Yaquina Bay Lighthouse,1.238,Faros
2414,West Pacific,Oregon,Face Rock State Scenic Viewpoint,800.0,"Parques estatales, Áreas de naturaleza y vida silvestre"
2415,West Pacific,Oregon,Lincoln City Glass Center,549.0,Galerías de arte
2416,West Pacific,Oregon,Sea Lion Caves,1.669,Cavernas y cuevas
2417,West Pacific,Oregon,Otter Crest Loop,360.0,Rutas turísticas
2418,West Pacific,Oregon,Camp 18 Museum,341.0,Museos de historia
2419,West Pacific,Oregon,Thor's Well,233.0,Formaciones geológicas
2420,West Pacific,Oregon,Seaside Beach,295.0,Playas
2421,West Pacific,Oregon,Salishan Golf Links,71.0,Campos de golf
2422,West Pacific,Oregon,Tillamook Creamery,3.31,Tours a fábricas
2423,West Pacific,Oregon,High Life Adventures,1.832,Tours turísticos
2424,West Pacific,Oregon,Jerry's Rogue Jets,895.0,Tours turísticos
2425,West Pacific,Oregon,Sandland Adventures,1.067,Tours para vehículos todo terreno y 4 x 4
2426,West Pacific,Washington,Chihuly Garden and Glass,24.992,"Galerías de arte, Museos de arte"
2427,West Pacific,Washington,Pike Place Market,21.922,Mercados de agricultores
2428,West Pacific,Washington,Space Needle,19.826,"Monumentos y lugares de interés, Torres y observatorios"
2429,West Pacific,Washington,The Museum of Flight,6.848,Museos especializados
2430,West Pacific,Washington,Mount Rainier,1.813,Montañas
2431,West Pacific,Washington,Parque Kerry,3.504,Parques
2432,West Pacific,Washington,Snoqualmie Falls,2.086,"Rutas para senderismo, Cascadas"
2433,West Pacific,Washington,Museum of Pop Culture,7.249,Museos especializados
2434,West Pacific,Washington,T-Mobile Park,4.404,Campos de juego y estadios
2435,West Pacific,Washington,Hiram M. Chittenden Locks,3.258,"Masas de agua, Monumentos y lugares de interés"
2436,West Pacific,Washington,Sky View Observatory,2.617,"Edificios con valor arquitectónico, Torres y observatorios"
2437,West Pacific,Washington,Hoh Rain Forest,1.537,Bosques
2438,West Pacific,Washington,Hurricane Ridge,1.86,"Monumentos y lugares de interés, Rutas para senderismo"
2439,West Pacific,Washington,Deception Pass State Park,1.431,"Parques estatales, Masas de agua"
2440,West Pacific,Washington,Parque Manito,1.49,"Parques, Jardines"
2441,West Pacific,Washington,Point Defiance Park,1.26,"Parques estatales, Zoológicos"
2442,West Pacific,Washington,Cape Flattery Trail,616.0,Rutas para senderismo
2443,West Pacific,Washington,Seattle Public Library,2.23,"Edificios con valor arquitectónico, Bibliotecas"
2444,West Pacific,Washington,Klondike Gold Rush National Historical Park,1.086,"Parques nacionales, Museos de historia"
2445,West Pacific,Washington,Whatcom Falls Park,957.0,"Parques, Rutas para senderismo"
2446,West Pacific,Washington,Leavenworth Reindeer Farm,551.0,Zoológicos
2447,West Pacific,Washington,Riverfront Park,2.095,Parques
2448,West Pacific,Washington,Museum of History & Industry,874.0,"Museos especializados, Museos de historia"
2449,West Pacific,Washington,Marymere Falls,729.0,Cascadas
2450,West Pacific,Washington,Alki Beach,1.087,Playas
2451,West Pacific,Washington,Mount St. Helens,508.0,"Montañas, Volcanes"
2452,West Pacific,Washington,Leavenworth Sleigh Rides,296.0,Rutas ecuestres
2453,West Pacific,Washington,Seattle Great Wheel,2.938,Parques de diversión y temáticos
2454,West Pacific,Washington,Black Ball Ferry Line,1.246,Ferris
2455,West Pacific,Washington,Discovery Park,878.0,"Parques, Pistas para trotar o correr"
2456,West Pacific,Washington,Seattle Center,1.535,"Monumentos y lugares de interés, Jardines"
2457,West Pacific,Washington,Lime Kiln Point State Park,802.0,"Parques estatales, Áreas de naturaleza y vida silvestre"
2458,West Pacific,Washington,Museum of Glass,1.311,"Museos especializados, Museos de arte"
2459,West Pacific,Washington,Sol Duc Falls,598.0,Rutas para senderismo
2460,West Pacific,Washington,Smith Tower Visitor Experience,815.0,Torres y observatorios
2461,West Pacific,Washington,Fort Worden State Park,1.057,"Parques estatales, Bases e instalaciones militares"
2462,West Pacific,Washington,Mount Rainier National Park,571.0,"Masas de agua, Montañas"
2463,West Pacific,Washington,Seven Hills Winery,160.0,Viñedos con bodegas
2464,West Pacific,Washington,Fremont Troll,1.519,Monumentos y estatuas
2465,West Pacific,Washington,Gas Works Park,995.0,Parques
2466,West Pacific,Washington,Bill & Melinda Gates Foundation Discovery Center,711.0,Museos especializados
2467,West Pacific,Washington,Waterfront Park,584.0,Parques
2468,West Pacific,Washington,Seattle Japanese Garden,438.0,Jardines
2469,West Pacific,Washington,Bruce Lee Grave Site,522.0,Cementerios
2470,West Pacific,Washington,Lady of the Lake,366.0,Ferris
2471,West Pacific,Washington,Pike Place Fish Market,762.0,Mercados de agricultores
2472,West Pacific,Washington,Cape Disappointment State Park,513.0,Parques estatales
2473,West Pacific,Washington,B & B Family Lavender Farm,241.0,"Granjas, Jardines"
2474,West Pacific,Washington,Olympic Game Farm,759.0,Áreas de naturaleza y vida silvestre
2475,West Pacific,Washington,Amaro Farm,119.0,Granjas
2476,West Pacific,Washington,Pelindaba Lavender Farm,599.0,Granjas
2477,West Pacific,Washington,Leavenworth Nutcracker Museum,346.0,"Tiendas de regalos, Museos especializados"
2478,West Pacific,Washington,Seattle Light Rail Service,3.168,Servicios de ferrocarril
2479,West Pacific,Washington,Amazon Spheres,226.0,Monumentos y lugares de interés
2480,West Pacific,Washington,Starbucks Reserve Roastery Seattle,1.391,"Tiendas de regalos, Monumentos y lugares de interés"
2481,West Pacific,Washington,Old Stove Brewing,217.0,Cervecerías
2482,West Pacific,Washington,Wings Over Washington,446.0,Centros de juego y entretenimiento
2483,West Pacific,Washington,Refuge River Ranch,139.0,"Granjas, Ranchos"
2484,West Pacific,Washington,The Link Light Rail,208.0,Sistemas de transporte público
2485,West Pacific,Washington,Puzzle Break,564.0,Juegos de escape
2486,West Pacific,Washington,Escape Entertainment,543.0,Juegos de escape
2487,West Pacific,Washington,Escape Hour Gig Harbor,337.0,Juegos de escape
2488,West Pacific,Washington,Seattle Express,377.0,"Servicios de autobús, Taxis y otros servicios de traslado"
2489,West Pacific,Washington,NW Escape Experience,210.0,Juegos de escape
2490,West Pacific,Washington,Theo Chocolate,641.0,Tiendas de regalos
2491,West Pacific,Washington,Seattle Chocolate Factory Store,246.0,Tiendas de regalos
2492,West Pacific,Washington,paradigmQ,163.0,Juegos de escape
2493,West Pacific,Washington,Escape Hour Point Ruston,109.0,Juegos de escape
2494,West Pacific,Washington,Argosy Cruises - Seattle Waterfront,4.93,"Tours por la ciudad, Tours en barco"
2495,West Pacific,Washington,Beneath the Streets,4.201,"Tours históricos, Tours a pie"
2496,West Pacific,Washington,Puget Sound Express,2.906,"Tours en barco, Avistamiento de delfines y ballenas"
2497,South Atlantic,Delaware,Air Mobility Command Museum,1.116,"Museos militares, Museos especializados"
2498,South Atlantic,Delaware,Cape May-Lewes Ferry,1.929,Ferris
2499,South Atlantic,Delaware,Cape Henlopen State Park,1.46,"Parques estatales, Playas"
2500,South Atlantic,Delaware,Nemours Estate,741.0,"Lugares históricos, Jardines"
2501,South Atlantic,Delaware,Funland,1.823,Parques de diversión y temáticos
2502,South Atlantic,Delaware,"Winterthur Museum, Garden & Library",1.052,Museos de historia
2503,South Atlantic,Delaware,Hagley Museum And Library,823.0,Museos de historia
2504,South Atlantic,Delaware,Rehoboth Beach Boardwalk,2.001,Muelles y paseos peatonales
2505,South Atlantic,Delaware,Dogfish Head Craft Brewery,619.0,Cervecerías
2506,South Atlantic,Delaware,Lewes Historical Society,94.0,"Lugares históricos, Museos de historia"
2507,South Atlantic,Delaware,Hopkins Farm Creamery,314.0,Granjas
2508,South Atlantic,Delaware,Barn Hill Preserve Delaware,76.0,Zoológicos
2509,South Atlantic,Delaware,Camp Adventureland,112.0,"Juegos de escape, Centros de juego y entretenimiento"
2510,South Atlantic,Delaware,Cape Water Tours,2.655,"Tours históricos, Tours en barco"
2511,South Atlantic,Florida,Universal's Islands of Adventure,52.311,Parques de diversión y temáticos
2512,South Atlantic,Florida,The Wizarding World of Harry Potter at Universal Orlando Resort,41.317,Parques de diversión y temáticos
2513,South Atlantic,Florida,Hollywood Beach,8.031,Playas
2514,South Atlantic,Florida,Museo de la Casa de Ernest Hemingway,20.926,Museos especializados
2515,South Atlantic,Florida,Key West Butterfly and Nature Conservatory,13.025,Áreas de naturaleza y vida silvestre
2516,South Atlantic,Florida,Clearwater Beach,12.832,Playas
2517,South Atlantic,Florida,Disney Springs,13.788,Centros comerciales
2518,South Atlantic,Florida,Stetson Mansion,5.681,Edificios con valor arquitectónico
2519,South Atlantic,Florida,McCarthy's Wildlife,3.475,"Áreas de naturaleza y vida silvestre, Zoológicos"
2520,South Atlantic,Florida,Lincoln Road,17.929,"Áreas históricas peatonales, Parques"
2521,South Atlantic,Florida,Mallory Square,14.931,"Monumentos y lugares de interés, Muelles y paseos peatonales"
2522,South Atlantic,Florida,Busch Gardens,18.379,Parques de diversión y temáticos
2523,South Atlantic,Florida,Calle Duval,14.477,Monumentos y lugares de interés
2524,South Atlantic,Florida,Ocean Drive,12.466,Monumentos y lugares de interés
2525,South Atlantic,Florida,St. Augustine Wild Reserve,2.241,"Áreas de naturaleza y vida silvestre, Zoológicos"
2526,South Atlantic,Florida,Lock & Load Museum,1.008,"Galerías de arte, Museos especializados"
2527,South Atlantic,Florida,Medieval Torture Museum,1.491,"Museos especializados, Museos de historia"
2528,South Atlantic,Florida,Duncan McClellan Gallery,700.0,"Galerías de arte, Museos especializados"
